Id;Position1F1S1;Position2F1S1;Position3F1S1;Position4F1S1;Position5F1S1;Position6F1S1;Position7F1S1;Position8F1S1;Position9F1S1;Position10F1S1;Position11F1S1;LocationX1F1S1;LocationY1F1S1;LocationX2F1S1;LocationY2F1S1;LocationX3F1S1;LocationY3F1S1;LocationX4F1S1;LocationY4F1S1;LocationX5F1S1;LocationY5F1S1;LocationX6F1S1;LocationY6F1S1;LocationX7F1S1;LocationY7F1S1;LocationX8F1S1;LocationY8F1S1;LocationX9F1S1;LocationY9F1S1;LocationX10F1S1;LocationY10F1S1;LocationX11F1S1;LocationY11F1S1;Position1F2S1;Position2F2S1;Position3F2S1;Position4F2S1;Position5F2S1;Position6F2S1;Position7F2S1;Position8F2S1;Position9F2S1;Position10F2S1;Position11F2S1;LocationX1F2S1;LocationY1F2S1;LocationX2F2S1;LocationY2F2S1;LocationX3F2S1;LocationY3F2S1;LocationX4F2S1;LocationY4F2S1;LocationX5F2S1;LocationY5F2S1;LocationX6F2S1;LocationY6F2S1;LocationX7F2S1;LocationY7F2S1;LocationX8F2S1;LocationY8F2S1;LocationX9F2S1;LocationY9F2S1;LocationX10F2S1;LocationY10F2S1;LocationX11F2S1;LocationY11F2S1;Position1F3S1;Position2F3S1;Position3F3S1;Position4F3S1;Position5F3S1;Position6F3S1;Position7F3S1;Position8F3S1;Position9F3S1;Position10F3S1;Position11F3S1;LocationX1F3S1;LocationY1F3S1;LocationX2F3S1;LocationY2F3S1;LocationX3F3S1;LocationY3F3S1;LocationX4F3S1;LocationY4F3S1;LocationX5F3S1;LocationY5F3S1;LocationX6F3S1;LocationY6F3S1;LocationX7F3S1;LocationY7F3S1;LocationX8F3S1;LocationY8F3S1;LocationX9F3S1;LocationY9F3S1;LocationX10F3S1;LocationY10F3S1;LocationX11F3S1;LocationY11F3S1;AttackingStylesS1;BuildUpS1;AttackingAreaS1;PositioningS1;SupportRangeS1;NumbersInAttackS1;DefensiveStylesS1;ContainmentAreaS1;PressuringS1;DefensiveLineS1;CompactnessS1;NumbersInDefenseS1;FluidS1;AdvancedAtt1S1;AdvancedAtt2S1;AdvancedDef1S1;AdvancedDef2S1;FFS1;Value1S1;Value2S1;Value3S1;Value4S1;Value5S1;Position1F1S2;Position2F1S2;Position3F1S2;Position4F1S2;Position5F1S2;Position6F1S2;Position7F1S2;Position8F1S2;Position9F1S2;Position10F1S2;Position11F1S2;LocationX1F1S2;LocationY1F1S2;LocationX2F1S2;LocationY2F1S2;LocationX3F1S2;LocationY3F1S2;LocationX4F1S2;LocationY4F1S2;LocationX5F1S2;LocationY5F1S2;LocationX6F1S2;LocationY6F1S2;LocationX7F1S2;LocationY7F1S2;LocationX8F1S2;LocationY8F1S2;LocationX9F1S2;LocationY9F1S2;LocationX10F1S2;LocationY10F1S2;LocationX11F1S2;LocationY11F1S2;Position1F2S2;Position2F2S2;Position3F2S2;Position4F2S2;Position5F2S2;Position6F2S2;Position7F2S2;Position8F2S2;Position9F2S2;Position10F2S2;Position11F2S2;LocationX1F2S2;LocationY1F2S2;LocationX2F2S2;LocationY2F2S2;LocationX3F2S2;LocationY3F2S2;LocationX4F2S2;LocationY4F2S2;LocationX5F2S2;LocationY5F2S2;LocationX6F2S2;LocationY6F2S2;LocationX7F2S2;LocationY7F2S2;LocationX8F2S2;LocationY8F2S2;LocationX9F2S2;LocationY9F2S2;LocationX10F2S2;LocationY10F2S2;LocationX11F2S2;LocationY11F2S2;Position1F3S2;Position2F3S2;Position3F3S2;Position4F3S2;Position5F3S2;Position6F3S2;Position7F3S2;Position8F3S2;Position9F3S2;Position10F3S2;Position11F3S2;LocationX1F3S2;LocationY1F3S2;LocationX2F3S2;LocationY2F3S2;LocationX3F3S2;LocationY3F3S2;LocationX4F3S2;LocationY4F3S2;LocationX5F3S2;LocationY5F3S2;LocationX6F3S2;LocationY6F3S2;LocationX7F3S2;LocationY7F3S2;LocationX8F3S2;LocationY8F3S2;LocationX9F3S2;LocationY9F3S2;LocationX10F3S2;LocationY10F3S2;LocationX11F3S2;LocationY11F3S2;AttackingStylesS2;BuildUpS2;AttackingAreaS2;PositioningS2;SupportRangeS2;NumbersInAttackS2;DefensiveStylesS2;ContainmentAreaS2;PressuringS2;DefensiveLineS2;CompactnessS2;NumbersInDefenseS2;FluidS2;AdvancedAtt1S2;AdvancedAtt2S2;AdvancedDef1S2;AdvancedDef2S2;FFS2;Value1S2;Value2S2;Value3S2;Value4S2;Value5S2;Position1F1S3;Position2F1S3;Position3F1S3;Position4F1S3;Position5F1S3;Position6F1S3;Position7F1S3;Position8F1S3;Position9F1S3;Position10F1S3;Position11F1S3;LocationX1F1S3;LocationY1F1S3;LocationX2F1S3;LocationY2F1S3;LocationX3F1S3;LocationY3F1S3;LocationX4F1S3;LocationY4F1S3;LocationX5F1S3;LocationY5F1S3;LocationX6F1S3;LocationY6F1S3;LocationX7F1S3;LocationY7F1S3;LocationX8F1S3;LocationY8F1S3;LocationX9F1S3;LocationY9F1S3;LocationX10F1S3;LocationY10F1S3;LocationX11F1S3;LocationY11F1S3;Position1F2S3;Position2F2S3;Position3F2S3;Position4F2S3;Position5F2S3;Position6F2S3;Position7F2S3;Position8F2S3;Position9F2S3;Position10F2S3;Position11F2S3;LocationX1F2S3;LocationY1F2S3;LocationX2F2S3;LocationY2F2S3;LocationX3F2S3;LocationY3F2S3;LocationX4F2S3;LocationY4F2S3;LocationX5F2S3;LocationY5F2S3;LocationX6F2S3;LocationY6F2S3;LocationX7F2S3;LocationY7F2S3;LocationX8F2S3;LocationY8F2S3;LocationX9F2S3;LocationY9F2S3;LocationX10F2S3;LocationY10F2S3;LocationX11F2S3;LocationY11F2S3;Position1F3S3;Position2F3S3;Position3F3S3;Position4F3S3;Position5F3S3;Position6F3S3;Position7F3S3;Position8F3S3;Position9F3S3;Position10F3S3;Position11F3S3;LocationX1F3S3;LocationY1F3S3;LocationX2F3S3;LocationY2F3S3;LocationX3F3S3;LocationY3F3S3;LocationX4F3S3;LocationY4F3S3;LocationX5F3S3;LocationY5F3S3;LocationX6F3S3;LocationY6F3S3;LocationX7F3S3;LocationY7F3S3;LocationX8F3S3;LocationY8F3S3;LocationX9F3S3;LocationY9F3S3;LocationX10F3S3;LocationY10F3S3;LocationX11F3S3;LocationY11F3S3;AttackingStylesS3;BuildUpS3;AttackingAreaS3;PositioningS3;SupportRangeS3;NumbersInAttackS3;DefensiveStylesS3;ContainmentAreaS3;PressuringS3;DefensiveLineS3;CompactnessS3;NumbersInDefenseS3;FluidS3;AdvancedAtt1S3;AdvancedAtt2S3;AdvancedDef1S3;AdvancedDef2S3;FFS3;Value1S3;Value2S3;Value3S3;Value4S3;Value5S3;IndexPlayer1;IndexPlayer2;IndexPlayer3;IndexPlayer4;IndexPlayer5;IndexPlayer6;IndexPlayer7;IndexPlayer8;IndexPlayer9;IndexPlayer10;IndexPlayer11;IndexPlayer12;IndexPlayer13;IndexPlayer14;IndexPlayer15;IndexPlayer16;IndexPlayer17;IndexPlayer18;IndexPlayer19;IndexPlayer20;IndexPlayer21;IndexPlayer22;IndexPlayer23;IndexPlayer24;IndexPlayer25;IndexPlayer26;IndexPlayer27;IndexPlayer28;IndexPlayer29;IndexPlayer30;IndexPlayer31;IndexPlayer32;IndexPlayer33;IndexPlayer34;IndexPlayer35;IndexPlayer36;IndexPlayer37;IndexPlayer38;IndexPlayer39;IndexPlayer40;Captain;ShortFK;LongFK;RightCorner;LeftCorner;Penalty;SecondKicker;Header1;Header2;Header3;AutoSubstitutions;OffsideTrap;SwitchTactics;AutoChangeAttDef;Value1;Value2;Zeros
4347;0;1;1;3;2;4;4;10;9;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;36;87;36;17;31;52;43;52;0;1;1;3;2;4;4;10;9;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;39;87;39;16;31;52;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;34;52;43;52;0;0;0;0;5;2;0;0;1;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;7;6;5;12;3;52;11;64;11;40;13;88;13;16;19;53;24;69;31;88;31;16;24;34;43;52;0;1;1;3;2;4;5;7;6;5;12;3;52;11;64;11;40;13;88;13;16;19;53;24;69;31;88;31;16;24;34;43;52;0;1;1;3;2;4;5;7;6;5;12;3;52;11;64;11;40;13;88;13;16;19;53;24;69;31;88;31;16;24;34;43;52;0;0;0;0;4;1;0;0;1;4;7;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;10;9;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;36;87;36;17;31;52;43;52;0;1;1;3;2;4;4;10;9;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;39;87;39;16;31;52;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;34;52;43;52;0;0;0;0;5;2;0;0;1;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;5;7;9;8;12;3;15;24;13;22;1;2;4;6;10;11;14;16;17;19;21;23;18;20;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;3;9;9;9;9;9;8;255;255;255;0;0;0;0;0;0;0
4355;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;39;90;39;14;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;30;69;30;35;39;90;39;14;43;52;0;1;1;3;2;4;5;5;11;11;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;37;71;37;35;43;52;0;0;1;1;6;2;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;30;89;30;15;30;52;42;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;30;89;30;15;30;52;42;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;30;89;30;15;30;52;42;52;0;0;1;0;7;2;1;0;0;2;7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;39;90;39;14;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;30;69;30;35;39;90;39;14;43;52;0;1;1;3;2;4;5;5;11;11;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;37;71;37;35;43;52;0;0;1;1;6;2;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;6;3;10;8;16;14;15;22;20;24;0;4;5;11;26;12;17;18;19;21;23;25;2;7;9;13;27;28;29;30;31;32;33;34;35;36;37;38;39;1;16;8;8;8;24;8;255;255;255;0;0;0;0;0;0;0
4365;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;24;76;24;27;28;51;36;89;36;15;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;24;76;24;27;33;53;36;89;36;15;43;52;0;1;1;3;2;5;5;8;7;6;12;3;52;10;63;10;41;12;89;12;15;24;76;24;27;28;51;34;88;34;17;43;52;1;1;1;1;3;3;0;1;0;7;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;7;6;12;3;52;10;63;10;41;12;89;12;15;24;76;24;27;28;51;34;90;34;15;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;24;76;24;27;28;51;38;87;38;17;43;52;0;1;1;3;2;5;5;8;7;6;12;3;52;10;63;10;41;12;89;12;15;24;76;24;27;28;51;34;90;34;15;43;52;1;1;1;1;4;2;0;1;0;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;24;76;24;27;28;51;36;89;36;15;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;24;76;24;27;33;53;36;89;36;15;43;52;0;1;1;3;2;5;5;8;7;6;12;3;52;10;63;10;41;12;89;12;15;24;76;24;27;28;51;34;88;34;17;43;52;1;1;1;1;3;3;0;1;0;7;3;2;0;0;0;0;0;0;0;0;0;0;0;0;5;8;13;11;15;18;31;32;23;33;1;6;7;14;12;16;17;26;21;24;29;27;2;3;4;9;10;19;20;22;28;30;25;34;35;36;37;38;39;11;31;0;11;11;33;23;255;255;255;0;0;0;0;0;0;0
4370;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;8;8;7;6;12;12;3;52;10;63;10;41;12;89;12;15;26;64;26;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;0;1;8;2;1;0;0;5;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;11;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;39;62;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;4;4;7;6;11;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;39;62;43;38;0;1;0;1;9;2;1;1;0;4;7;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;8;8;7;6;12;12;3;52;10;63;10;41;12;89;12;15;26;64;26;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;0;1;8;2;1;0;0;5;6;2;0;0;0;0;0;0;0;0;0;0;0;1;6;3;10;7;14;13;16;17;21;20;2;4;5;8;9;11;12;15;19;18;22;23;0;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;7;17;14;13;13;13;10;255;255;255;0;0;0;0;0;0;0
4372;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;23;66;23;38;32;51;43;66;43;38;0;1;1;1;7;6;5;5;8;12;12;3;52;10;52;10;73;10;31;20;90;20;15;23;66;23;38;32;51;43;66;43;38;0;1;1;1;3;2;4;4;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;19;66;19;38;32;51;43;66;43;38;0;0;0;0;8;2;1;0;1;6;4;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;2;5;5;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;78;34;25;43;52;0;1;1;1;3;2;5;5;10;9;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;36;84;36;19;43;52;0;1;1;1;3;2;4;4;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;78;34;25;43;52;0;0;0;1;8;2;1;1;1;4;6;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;23;66;23;38;32;51;43;66;43;38;0;1;1;1;7;6;5;5;8;12;12;3;52;10;52;10;73;10;31;20;90;20;15;23;66;23;38;32;51;43;66;43;38;0;1;1;1;3;2;4;4;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;19;66;19;38;32;51;43;66;43;38;0;0;0;0;8;2;1;0;1;6;4;3;0;0;0;0;0;0;0;0;0;0;0;0;5;6;4;9;3;11;12;14;21;23;1;7;16;13;15;17;8;19;18;22;24;25;2;10;20;26;27;28;29;30;31;32;33;34;35;36;37;38;39;3;9;9;9;9;9;11;255;255;255;0;0;0;0;0;0;0
4379;0;1;1;1;3;2;5;5;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;24;66;24;38;34;80;34;25;43;52;0;1;1;1;7;6;5;5;11;11;12;3;52;10;52;10;73;10;31;20;89;20;15;24;66;24;38;35;78;35;26;43;52;0;1;1;1;3;2;4;4;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;22;66;22;37;34;80;34;25;43;52;0;0;0;1;8;3;1;1;1;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;2;4;4;5;11;12;3;52;10;52;10;73;10;31;15;89;15;15;20;65;20;38;29;51;39;68;42;38;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;20;65;20;38;32;52;42;66;42;38;0;1;1;1;3;2;4;4;5;11;12;3;52;10;52;10;73;10;31;15;89;15;15;20;65;20;38;29;51;39;68;42;38;0;0;0;1;9;1;1;1;1;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;2;5;5;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;24;66;24;38;34;80;34;25;43;52;0;1;1;1;7;6;5;5;11;11;12;3;52;10;52;10;73;10;31;20;89;20;15;24;66;24;38;35;78;35;26;43;52;0;1;1;1;3;2;4;4;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;22;66;22;37;34;80;34;25;43;52;0;0;0;1;8;3;1;1;1;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;18;5;7;12;8;15;17;20;21;26;1;4;6;9;10;11;19;16;25;22;27;28;2;3;13;14;24;23;29;30;31;32;33;34;35;36;37;38;39;21;18;18;18;18;18;5;255;255;255;0;0;0;0;0;0;0
4395;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;24;77;24;27;36;94;36;10;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;71;27;34;42;85;42;19;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;24;77;24;27;34;86;34;17;43;52;0;0;0;1;4;3;0;0;0;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;24;77;24;27;34;88;34;16;43;52;0;1;1;3;2;4;5;5;11;11;12;3;52;10;63;10;41;12;89;12;15;18;52;24;77;24;27;36;77;36;26;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;24;77;24;27;34;85;34;18;43;52;0;0;0;0;7;2;0;0;0;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;24;77;24;27;36;94;36;10;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;71;27;34;42;85;42;19;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;24;77;24;27;34;86;34;17;43;52;0;0;0;1;4;3;0;0;0;5;2;2;0;0;0;0;0;0;0;0;0;0;0;1;3;4;8;7;9;16;10;13;18;21;0;2;24;5;6;12;11;14;17;19;20;22;25;26;27;15;23;28;29;30;31;32;33;34;35;36;37;38;39;9;9;9;9;9;9;13;255;255;255;0;0;0;0;0;0;0
4914;0;1;1;1;4;5;5;7;6;8;12;3;52;10;52;10;73;10;30;18;52;23;72;23;33;29;94;29;10;33;51;41;52;0;1;1;1;4;5;5;7;6;8;12;3;52;10;52;10;73;10;30;18;52;23;72;23;33;33;88;33;17;34;52;43;52;0;1;1;1;4;5;5;3;2;8;12;3;52;10;52;10;73;10;30;18;52;23;72;23;33;15;94;15;10;30;52;43;51;1;1;1;1;6;3;0;1;1;5;7;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;5;5;3;2;8;12;3;52;9;52;10;71;10;33;16;52;23;69;23;35;13;93;13;11;29;52;43;52;0;1;1;1;4;5;5;7;6;8;12;3;52;9;52;10;71;10;33;16;52;23;69;23;35;19;91;19;13;29;52;43;52;0;1;1;1;4;5;5;3;2;8;12;3;52;9;52;10;71;10;33;16;52;23;69;23;35;13;93;13;11;29;52;43;52;1;0;1;1;3;2;0;1;0;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;5;5;7;6;8;12;3;52;10;52;10;73;10;30;18;52;23;72;23;33;29;94;29;10;33;51;41;52;0;1;1;1;4;5;5;7;6;8;12;3;52;10;52;10;73;10;30;18;52;23;72;23;33;33;88;33;17;34;52;43;52;0;1;1;1;4;5;5;3;2;8;12;3;52;10;52;10;73;10;30;18;52;23;72;23;33;15;94;15;10;30;52;43;51;1;1;1;1;6;3;0;1;1;5;7;2;0;0;0;0;0;0;0;0;0;0;0;0;6;5;4;14;16;15;17;22;19;26;1;3;7;8;11;13;31;20;21;23;24;28;2;30;9;10;18;12;29;32;33;25;27;34;35;36;37;38;39;14;15;14;15;15;14;4;255;255;255;0;0;0;0;0;0;0
4941;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;74;27;30;37;87;37;17;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;31;67;31;39;36;90;36;15;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;25;66;25;38;36;90;36;15;43;52;1;0;1;1;7;3;1;1;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;25;66;25;38;25;94;25;10;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;25;66;25;38;25;94;25;10;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;25;66;25;38;25;94;25;10;43;52;1;1;1;1;8;1;1;1;1;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;74;27;30;37;87;37;17;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;31;67;31;39;36;90;36;15;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;25;66;25;38;36;90;36;15;43;52;1;0;1;1;7;3;1;1;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;3;5;14;9;15;20;17;23;21;24;2;4;6;12;13;16;18;19;22;25;26;28;1;7;8;10;11;27;29;30;31;32;33;34;35;36;37;38;39;23;9;9;9;9;9;17;255;255;255;0;0;0;0;0;0;0
4959;0;1;1;1;4;4;5;5;11;11;12;3;52;10;52;10;73;10;31;18;64;18;40;24;82;24;22;36;77;36;27;43;52;0;1;1;1;4;4;5;5;11;11;12;3;52;10;52;10;73;10;31;18;64;18;40;24;82;24;22;36;77;36;27;43;52;0;1;1;1;4;4;5;5;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;24;82;24;22;34;77;34;28;43;52;1;0;0;1;5;3;0;1;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;5;5;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;24;82;24;22;32;70;32;34;43;52;0;1;1;1;4;4;5;5;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;24;82;24;22;32;70;32;34;43;52;0;1;1;1;4;4;5;5;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;24;82;24;22;32;70;32;34;43;52;1;0;0;0;7;2;0;0;1;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;5;5;11;11;12;3;52;10;52;10;73;10;31;18;64;18;40;24;82;24;22;36;77;36;27;43;52;0;1;1;1;4;4;5;5;11;11;12;3;52;10;52;10;73;10;31;18;64;18;40;24;82;24;22;36;77;36;27;43;52;0;1;1;1;4;4;5;5;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;24;82;24;22;34;77;34;28;43;52;1;0;0;1;5;3;0;1;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;0;9;9;9;9;9;7;255;255;255;0;0;0;0;0;0;0
4965;0;1;1;1;4;5;5;7;6;8;12;3;52;10;52;10;73;10;31;18;53;24;71;24;33;28;94;28;10;32;52;43;52;0;1;1;1;4;8;8;7;6;11;12;3;52;10;52;10;73;10;31;18;53;26;71;26;32;28;94;28;10;35;52;43;52;0;1;1;1;4;5;5;7;6;8;12;3;52;10;52;10;73;10;31;18;53;25;71;25;34;20;94;20;10;32;52;43;52;0;0;0;0;8;3;1;0;1;6;7;2;0;7;0;11;0;0;0;0;0;0;0;0;1;1;1;4;5;5;3;2;8;12;3;52;10;52;10;73;10;31;18;53;24;71;24;33;15;94;15;10;32;52;43;52;0;1;1;1;4;5;5;7;6;8;12;3;52;10;52;10;73;10;31;18;53;24;71;24;33;29;94;29;10;32;52;43;52;0;1;1;1;4;5;5;3;2;8;12;3;52;10;52;10;73;10;31;18;53;24;71;24;33;15;94;15;10;32;52;43;52;1;0;0;0;6;2;1;0;0;5;8;3;0;7;0;11;0;0;0;0;0;0;0;0;1;1;1;4;5;5;7;6;8;12;3;52;10;52;10;73;10;31;18;53;24;71;24;33;28;94;28;10;32;52;43;52;0;1;1;1;4;8;8;7;6;11;12;3;52;10;52;10;73;10;31;18;53;26;71;26;32;28;94;28;10;35;52;43;52;0;1;1;1;4;5;5;7;6;8;12;3;52;10;52;10;73;10;31;18;53;25;71;25;34;20;94;20;10;32;52;43;52;0;0;0;0;8;3;1;0;1;6;7;2;0;7;0;11;0;0;0;0;0;0;0;1;4;6;5;16;13;15;24;18;20;26;0;7;8;9;11;14;17;23;19;21;22;25;2;3;10;12;27;28;29;30;31;32;33;34;35;36;37;38;39;1;16;16;16;16;16;4;255;255;255;0;0;0;0;0;0;0
